,followers_count,text,location,description,statuses_count,screen_name,following,favourites_count,friends_count,created_at,retweet_count,listed_count,user_id,verified,tweet_id
8384,705,RT @CNN: The threat of Zika didn't stop Brazilians from this weekend's pre-Carnival celebrations https://t.co/rMS2RXFZ3W https://t.co/Wgmpa…,,ugly but in fashion,207684,bjongrk,208,19628,208,Tue May 25 17:53:14 +0000 2010,152,15,148043239,False,694206494980608001
8385,521,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,,".I am a student of engineering in systems , I like to read , watch movies and learn new things . I want to be happy and make many people happy.",2981,YarnitaRdz,821,29,821,Tue May 31 14:40:31 +0000 2011,13,74,308505917,False,694206488844238848
8386,876,Is Zika Virus an EPIDEMIC? WHO call summit amid fears of genetically-modified mosquitoes #Health https://t.co/Snni3H4djh,,Find your latest Health news with just one click. Don't miss out on anything happening!,49936,Health_UKnews,1026,0,1026,Mon May 06 15:03:14 +0000 2013,0,42,1407966865,False,694206488106143744
8387,1049,"Who are those Dr ordering a costly Zika test in non pregnant, non hospitalized and barely sick patients????","iPhone: 45.522156,-73.577805","The life of an emergency doctor in Montreal; foody, wine lover, also a tech nerd and video game affictionado. Mes gazouillis réflètent opinions personnelles.",16176,EmergencyBlog,344,1192,344,Fri Apr 03 14:13:50 +0000 2009,0,34,28570354,False,694206486256467968
8388,237,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,All across the interwebs,"Have a bit of fun, show your position on a major topic, and cheese off your friends who don't agree! All for less than a dollar! How cool is that?",8167,HeadsOrHeadsWeb,512,21,512,Wed Nov 18 13:34:03 +0000 2015,52,8,4218318442,False,694206483416928257
8389,7266,"RT @cuepidemiology: Hold onto that #Olympics ticket: By August, #Zika may be under control in #Rio, says Dr. Morse @Columbia https://t.co/1…","New York, New York","@Columbia's Mailman School is at the forefront of local and global #publichealth research, education, and community collaboration.

#HealthIsAHumanRight",7476,ColumbiaMSPH,658,610,658,Wed Jan 20 20:56:30 +0000 2010,1,324,106832630,False,694206483077185537
8390,2183,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,tranquility lane,sitting right down waiting for the gift of sound and vision.,183233,bonelam,200,3677,200,Wed Mar 23 23:42:09 +0000 2011,52,41,271153713,False,694206477410684929
8391,404,"Zika outbreak 'caused by release of genetically modified mosquitoes in Brazil'
https://t.co/FzZFSNallO",USA,The Daily Publius is a news aggregator for citizens. Our mission is to inform the public on important events that threaten the Republic. #wethepeople #opengov,8692,DailyPublius,1078,0,1078,Sun Sep 18 02:03:23 +0000 2011,0,6,375394307,False,694206470532042753
8392,654,"WHO holds emergency meeting to advise on response to Zika virus #GI5006
https://t.co/mLBTaknkti",London,"Associate Professor of IR, National Teaching Fellow & course leader for BA courses in Diplomacy and Peace & Conflict Studies @LondonMetUni. See also @Teach_IR",2557,BAinDiplomacy,542,196,542,Sat Sep 07 13:13:17 +0000 2013,0,26,1747147664,False,694206469353426948
8393,11,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Houston, TX",,11,nov_amit,30,17,30,Thu May 13 04:29:37 +0000 2010,52,0,143317986,False,694206467964932098
8394,12,"RT @VaibhavHariom: #Zika virus infects 2100 pregnant Columbian women. The virus is spreading its arms
https://t.co/TmnxdsP25V #inshorts htt…",,,27,SuruGeeta,20,5,20,Thu Nov 28 11:54:55 +0000 2013,7,0,2219561930,False,694206465838555136
8395,5,@debbiedonothing @MSwartz62 @cafedotcom @ttommyunger 1000's of small-headed babies are being born across Brazil b/c of Zika . . . Not funny!,"Milwaukee, WI",UW-Madison '14,37,UwNoah,1,551,1,Thu Dec 31 02:45:28 +0000 2015,0,0,4660153175,False,694206458494189568
8396,1429,"RT @UniGreenwich: Zika virus and whether to eradicate #mosquitoes: Prof Gay Gibson from @NRInstitute was on @bbc5live, 1.18hrs in https://t…",,"The Natural Resources Institute of the University of Greenwich leads in agricultural and food research and consultancy, focusing on developing economies",1786,NRInstitute,890,33,890,Tue Jan 24 08:47:20 +0000 2012,1,64,472768649,False,694206456657240064
8397,1089,"RT @ajplus: Could the mosquito-borne Zika virus turn into an ""explosive pandemic"" of babies born with brain damage?
https://t.co/XjRiMPZHzI",,#BlackLivesMatter Mapso https://t.co/Tg8rLL9Ya0    SLIM THICK W YO CUTE ASS,10827,callmemalig,2222,18641,2222,Fri Oct 04 17:02:56 +0000 2013,167,6,1934808000,False,694206452882284544
8398,416,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Nairobi, Kenya",Graduate from Daystar University with Bachelor of arts Communication (Electronic Media),1670,Hillamadz,539,19,539,Mon Aug 15 12:01:27 +0000 2011,52,4,355467368,False,694206452563591168
8399,222,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Moline, IL ","Producer at #WHBF. Graduate of @LoyolaChicago with a degree in journalism. Love to write, read, laugh, and drink coffee.",6402,HillaryKenyon,339,1271,339,Sat Apr 07 14:51:20 +0000 2012,52,22,547661012,False,694206450936238080
8400,448,RT @jsvine: Starting an open guide to Zika-related data: https://t.co/hwpH0NiIPv ← Edits and suggestions are welcome + appreciated!,,Follow DataAndDataViz for selected tweets on data and data visualization. RT does not imply endorsement. Created by @dirkmjk_data,5029,DataAndDataViz,140,283,140,Mon Nov 25 15:18:09 +0000 2013,6,219,2214230930,False,694206805065502720
8401,219,"Vaccine for Zika Virus May Be Years Away, Disease Experts Warn https://t.co/d6bEt30d2N",The Mid-Atlantic,PharmD. Plant nerd. I tweet so I can learn. Mostly health news. Also other stuff.,6848,QueenofBasPays,859,3899,859,Thu Dec 23 05:41:00 +0000 2010,0,20,229737296,False,694206801991049220
8402,2716,RT @onahunttoday: The Actual Mosquito Spreading The Zika Virus Has Zebra Striped Black &amp; White Legs! https://t.co/jqtSPYsviH,,progressive grandmother OR girl now in AR love all things space. hate all things Fox news,56895,WindsorDw,2959,9531,2959,Fri Jan 23 07:10:13 +0000 2015,1,201,2993719803,False,694206798769704960
8403,1003,#branding snafu - time to rename it?  Zika virus complicates launch of Tata's Zica hatchback https://t.co/j4hjWqg6Fr via @CNNMoney,California,Marketing #DigitalTransformation @Cisco - #AV8R #privatepilot #avgeek #C172  ✈  Tweets & opinions are my own,4790,a_den_hartog,2338,2595,2338,Wed Sep 26 17:40:00 +0000 2012,0,195,847808202,False,694206796697718785
8404,36,"If true, raises some ?s. Zika outbreak 'caused by release of genetically modified mosquitoes in Brazil' https://t.co/kVKLHOt8FI","New York, USA","Network TV and Radio Anchor ABC Radio, CBS Radio , CNBC-TV *Opinions are my own. Follows and Retweets are not endorsements.*",377,teddavid,134,170,134,Thu Nov 13 03:27:47 +0000 2008,0,3,17355956,False,694206791551418368
8405,208,#3Novices : Japan to oblige doctors to report Zika fever cases https://t.co/N9dtMKseib  #OnlineMedia,"Tokyo , Japan","The First Online Media Updater Founder Meghashyam, Bharath, Vaishnavi",87579,3NovicesJapan,427,0,427,Fri Feb 06 05:50:04 +0000 2015,0,40,3010907666,False,694206787889790977
8406,31,"Top woman golfer monitoring Zika situation ahead of Rio Games: Aug 23, 2015; Coquitlam… https://t.co/8nFnufPknH",Lagos,"Breaking news in Nigeria as well as Nigerian News, information and opinion on sports, business, politics and more from Nigeria most read site.",28895,naijakonnect,56,1,56,Tue Jan 17 20:57:06 +0000 2012,0,2,466832192,False,694206787751387136
8407,2220,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/RzCQh3XBKS,"Larchmont and Mamaroneck, NY",Larchmont-Mamaroneck Patch is your source for local news.,4791,LarchmontPatch,894,2,894,Wed Jun 03 19:03:57 +0000 2009,0,82,44428574,False,694206786211983360
8408,5528,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Rio de Janeiro, Brasil","Não se assuste, pessoa, se eu lhe disser que tô diboua.",111248,diboua,428,2264,428,Wed Apr 08 12:21:42 +0000 2009,48,295,29702055,False,694206778951737344
8409,1651,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/TWtIQZN9KK,"Yorktown, NY",Yorktown-Somers Patch is your source for local news.,9646,YorktownPatch,261,1,261,Tue May 11 17:28:20 +0000 2010,0,36,142752443,False,694206778607693824
8410,2250,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/kIWaRTlvsx,"Tarrytown, NY",Tarrytown-Sleepy Hollow Patch is your source for local news.,12970,TarrytownsPatch,192,1,192,Tue Dec 01 14:19:16 +0000 2009,0,72,93867641,False,694206774748950528
8411,4,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"água branca, pi",,31,francisdias2401,86,3,86,Thu Jan 28 13:33:00 +0000 2016,48,0,4857164919,False,694206774430269440
8412,2838,RT @TraveleadsUK: As the ZIKA virus continues to spread we are highlighting the most seriously affected areas https://t.co/TiEal02udO,UK,Retweeting the best of the UK's Business Travel News. Mention @BizTravel if you want us to include your tweets.,138636,BizTravelUK,840,124,840,Thu Mar 20 14:03:48 +0000 2014,1,470,2399929969,False,694206769485193222
8413,17,@FoxNews YOUR ALL NEED THAT RELIGION WITH THE ZIKA VIRUS SPREADING!!,,,15337,muryi16,8,6621,8,Tue Feb 08 20:22:44 +0000 2011,0,9,249319484,False,694206755363012612
8414,418,RT @Harvard: What you need to know about Zika virus https://t.co/0xkjAAjyhh @harvardhealth,,,11310,be2xco,67,8,67,Sun Jun 13 06:20:54 +0000 2010,52,15,155136684,False,694206753890832384
8415,46522,Why it’s wrong to compare #ZikaVirus to Ebola https://t.co/kwVwMv3zDV @clarewenham,London,An independent news and commentary website produced by academics and journalists. Free to read and republish.,50690,ConversationUK,9005,4309,9005,Mon Mar 04 12:34:00 +0000 2013,1,1371,1241258612,False,694206752984846336
8416,287,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,"California, USA",When the power of love overcomes the love of power ❤️ the world will know peace,3971,smith_lassen,198,7182,198,Sun Dec 29 19:00:00 +0000 2013,13,18,2267784241,False,694206742041735168
8417,7095,Threat of Zika has doctors advising pregnant patients not to travel to rest of Americas: Doctors... https://t.co/l9zGrCU2Cr #ttot #travel,"New , york",I love to #TRAVEl . I help people find great travel deals so they dont have to go broke just to enjoy themselfs on vacation,38208,sthi1285,6622,18,6622,Thu Dec 15 15:40:40 +0000 2011,0,160,437575259,False,694206740615696384
8418,3,WHO meets to decide if Zika virus is a global emergency https://t.co/FEMSeApjoR https://t.co/Z24kTWJseD,,,3,ViralpressNews,40,0,40,Mon Feb 01 14:51:48 +0000 2016,0,0,4869350691,False,694206736840830977
8419,168,RT @nytimes: The striking deformity at the center of the Zika epidemic has long afflicted and mystified https://t.co/K8yN2UjJAI,"-29.991278,-51.182087","Scientist (proteomics, phosphoproteomics, fungal biology, microbiology), wife, stepmom, dog's mom and mom-to-be.  Seattle, WA.",5458,jcrestani,264,3020,264,Wed Jun 30 20:48:36 +0000 2010,34,14,161428410,False,694206735154720768
8420,81,[AW Sports] Top woman golfer monitoring Zika situation ahead of Rio Games https://t.co/vxEWW8NTCd,kaduna,A LIOPARD NEVER CHANGE ITS SPOT!,2728,lilvasheer,116,485,116,Thu Oct 10 19:36:35 +0000 2013,0,2,1952495149,False,694206734332612608
8421,2166,"From @Scepticemia: Research Round Up #3: Ebola, Homelessness, Homeopathy, IBS, Research Para... https://t.co/z5MBrRxiSP #science #writing","PA/MD, USA","DrPH student at JHSPH. Epidemiologist. Medical Technologist. Amateur photographer. Husband, brother, son, and soccer/running enthusiast. All opinions my own.",62063,EpiRen,2170,323,2170,Tue Nov 18 19:02:43 +0000 2008,0,199,17468316,False,694206733950930944
8422,215,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,,https://t.co/4RSyNpafNK We summarise live finance trends in near real-time with advanced machine learning techniques.,5337,finance_sumlify,106,0,106,Mon Sep 14 19:02:50 +0000 2015,48,15,3563220254,False,694206726719934465
8423,1049,Zika crisis set to worsen as El Nino increases number of mosquitos https://t.co/rd3acZcQjK via @MailOnline,not sure,"Skateboard liker,Wonderer,Ray bands,music. Vacuum cleaners. Instruments",12900,JFairBairnLLJ,1813,4216,1813,Tue Jul 10 20:51:58 +0000 2012,0,21,632384556,False,694206725864476674
8424,150,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,,Afraid of nothing and she carries a knife.,1145,Victoria_Donlin,190,1760,190,Mon Dec 24 03:38:28 +0000 2012,48,0,1031855414,False,694206724715237376
8425,5038,Zika: Mega-power’s Best Friend: The Virus https://t.co/9Bxghxr7Ws,Earth,"~ Global Truth Index ~ Non-funded, volunteer, automated, pro-humanity, truth locating engine. In #Solidarity with the Global #Occupy Movement. #1HumanFamily",1218198,OccuWorld,726,4117,726,Thu Feb 14 16:39:18 +0000 2013,0,748,1179710990,False,694206722563420161
8426,224,RT @STcom: Golf: World’s top woman golfer Lydia Ko monitoring #Zika situation ahead of Rio #Olympics https://t.co/AwyhNFu8k2 https://t.co/Q…,malaysia,old,20037,tamys46,204,15,204,Fri Oct 31 05:06:18 +0000 2008,2,17,17081024,False,694206720189399040
8427,26,"RT @WHO: Q: What is #Zika?
A: https://t.co/3Fq6lJSQpz
#ZikaVirus https://t.co/3cUlnQgloR",,anesthesiologist - intensivist,329,veena725,103,776,103,Fri Jan 23 18:31:03 +0000 2015,1721,5,2993653656,False,694206720109772800
8428,3623,"Colombia Reports More Than 2,100 Pregnant Women Have Zika Virus https://t.co/st40QtGiTM",Everywhere,I write of the future but live in the now. Don't ask me how. Author of THE MEMORY WAR. All the way with CAA. RT/LIKEs not endors. #scriptchat #amwriting #scifi,33616,FinalFenwayFict,4100,6257,4100,Tue Jan 31 05:25:20 +0000 2012,0,146,479248773,False,694206715911340032
8429,612,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,Panama,Vivo en un mundo de infinitas posibilidades.,29378,Ing_Da,1051,15535,1051,Sun Jun 05 02:18:34 +0000 2011,48,8,311207150,False,694206710370693120
8430,173,"EDITORIAL - Philippines must be prepared for Zika: CEBU, Philippines - The World Health Organization has descr... https://t.co/dV6gNOS2Mh",,,9975,updatesvisayas,1,0,1,Wed Mar 03 03:42:31 +0000 2010,0,5,119261174,False,694206704607580160
8431,6206,Zika outbreak raises fears of rise in deaths from unsafe abortions https://t.co/qsEukS36o4,"Maastricht, the Netherlands","Psychiatrist, mindfulness trainer & healthcare innovator • From mind to presence • Dedicated to the one who has found me • Video https://t.co/H1cFJzICBi",267480,miepsja,101,73655,101,Thu Feb 19 19:26:37 +0000 2009,0,932,21330040,False,694206702577647617
8432,864,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,Rio de Janeiro,"E conhecereis a verdade, e a verdade vos libertará.",5054,pandrest,148,229,148,Tue Mar 24 12:36:57 +0000 2009,45,25,26227012,False,694206700283392000
8433,29084,RT @Westxgal: While Cruz/Trump supporters fight this is happening #illegals #openborder #ZikaVirus #Zika #ThanksObama #ccot #tcot  https://…,Patriot trapped in Mpls✞Matt24,#Jesus #Constitutionalist #2ADefender #Pray4America #ProLife #Israel #Cruz2016 ❤️WifeMomGma FByBorelliCruzDSousaDupreeHannityWoodsWooleryYoungPavlichTRobinson+,100230,SMolloyDVM,24111,88812,24111,Wed Apr 17 01:35:55 +0000 2013,95,507,1358290958,False,694206686618189824
8434,11150,RT @HelenBranswell: Insightful look at the #Zika outbreak by Nobel winning immunologist @ProfPCDoherty. https://t.co/OfaIUpmCjf,"Kent, Ohio","Associate Professor, microbiologist/ infectious disease epidemiologist, freelance writer, diaper changer",9546,aetiology,2503,2092,2503,Sat Apr 25 21:29:57 +0000 2009,31,759,35315865,False,694206678397554688
8435,984,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Curitiba, Paraná, Brasil","humanas.xls: Tecnologia e Sociedade, Jornalismo e visualização de dados, infografia. Amo gambiarras. Imperfeccionista. Riot grrrl. Rock snob.",64986,matatias,470,9357,470,Fri Aug 24 06:29:21 +0000 2007,45,82,8398942,False,694206676824637440
8436,384,This Zika virus is real huh?,With yo daddy ,Mackin and hangin',86482,coldestwinters,225,825,225,Sat Jan 16 20:23:12 +0000 2010,0,6,105581789,False,694206670839222272
8437,52899,RT @jason_pontin: The Growing Arsenal of Techniques for Fighting Zika Virus https://t.co/uV0VYMuplt &gt;@TechReview,The Blogosphere,"Glenn Reynolds, Law Professor, USA Today columnist, TN editor, https://t.co/SM1jr3CxMB.  RTs are not endorsements, but you knew that, right?",482210,instapundit,3372,2414,3372,Tue Jul 31 03:33:09 +0000 2012,3,1880,727472528,False,694206664183042049
8438,142,"Zika Virus Information: The Zika (ZEE-ka) virus is impacting individuals in parts of Mexico,... https://t.co/9qgVFDsnSm via @AldTomTunney","Chicago, IL","Are you a Wrigleyville Resident, Business or Property Owner? Please take our survey @ http://t.co/3WdWWF64Tx",5591,WrigleyRes,40,12,40,Thu May 30 13:55:58 +0000 2013,0,6,1469806076,False,694206663134281728
8439,754,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Nairobi, Kenya","I am going to stand outside, so if anyone asks am outstanding",8730,njiru_john,995,94,995,Fri Feb 04 12:44:09 +0000 2011,45,11,247261209,False,694206661062434817
8440,945,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,Curitiba/Campo Mourão/Por aí,"iOS Developer | Esportes, tecnologia, viagens, etc | Paranaense de criação, mineiro de coração | RT não é endosso",11978,edisonlsm,1985,2568,1985,Tue May 05 17:34:31 +0000 2009,45,66,37973014,False,694206658088689664
8441,170,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,,,17339,fratucci,444,600,444,Mon Mar 30 19:36:24 +0000 2009,45,1,27710347,False,694206642473279488
8442,557,RT @nytimes: The striking deformity at the center of the Zika epidemic has long afflicted and mystified https://t.co/K8yN2UjJAI,,"Soy periodista independiente, con énfasis en turismo y medio ambiente, pensionada de El Colombiano. Me encanta viajar, el campo y los bolos.",1767,lillyvelez28,420,3950,420,Tue Jul 19 22:43:11 +0000 2011,34,8,338671378,False,694206636223762433
8443,128511,"RT @bbcworldservice: Health Check's guide to the Zika virus. Post your concerns, we'll put them to our experts. https://t.co/jrLog76gDU htt…",@BBCRadio4,"http://t.co/Ino0bTmn2V @BBCRadio4 programme. Informing, entertaining, surprising. Join us at 10am weekdays, 4pm Sat. Presented by @whjm and @janegarvey1.",7285,BBCWomansHour,5914,2663,5914,Tue Jul 27 13:47:41 +0000 2010,76,1536,171496247,False,694206633682026496
8444,32,Zika virus is spreading at a dangerous rate. How worried should you be? https://t.co/G3sKIxV3nB,,,598,Simar512,153,29,153,Tue Feb 17 14:02:12 +0000 2015,0,0,3024054397,False,694206629483565056
8445,3280,RT @bermaninstitute: WHO to Decide on Response to Zika Virus https://t.co/iL3TPRSAEq #Bioethics,New York City,"ER MD, Lenox Hill Hospital/Forbes/CBS News/Medscape EM Editor/Former NY Jets Sideline MD/DR 911(https://t.co/DdtPoE6r84) Co-Author, #TheFootballDecision @Amazon",14257,DrRobertGlatter,3696,9078,3696,Thu Apr 26 12:35:39 +0000 2012,1,340,563691118,False,694206627709325313
8446,1173,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/r9K8Ys4rha,"Pearl River, New York",Pearl River Patch is your source for local news.,9525,PearlRiverPatch,316,1,316,Wed Jun 23 20:57:45 +0000 2010,0,24,158855363,False,694206618934906881
8447,2829,Experts: Anti Birth Control &amp; Abortion Christian doctrine is causing the Zika virus outbreak to explode https://t.co/4McvWdPXmC,#UniteBlue      North Carolina,"Retired #NavyChief, X-#bodybuilder, #Artist,Competitive Shooter #Atheist; #Humanist, Animal lover. Blocking Ignorant GOP FAKE Patriots Daily :)~",21396,CraigCo62,3143,3365,3143,Mon Sep 02 04:14:13 +0000 2013,0,94,1721163391,False,694206618557419520
8448,1596,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/DgsP2vmqKV,"New City, NY",New City Patch is your source for local news.,12248,NewCityPatch,51,7,51,Tue Apr 06 18:05:54 +0000 2010,0,54,130226736,False,694206616946765824
8449,1826,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/vvUwxZZEVo,"Nyack & Piermont, NY",Nyack-Piermont Patch is your source for local news.,13669,NyackPatch,55,0,55,Tue Jun 22 19:44:23 +0000 2010,0,41,158467267,False,694206615101247488
8450,714,#FollowForFollow WHO meets to decide if Zika virus is a global emergency: The UN health agency warned las... https://t.co/O3ZOBuhJhk #tfb,Kenya,Mention me after you tap that follow button for an instant followback. :),79137,_Dirty_Water_,114,10,114,Thu Jul 19 21:04:22 +0000 2012,0,35,705784747,False,694206612680998913
8451,2033,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/7RXO1EQGww,,"Local news and conversation from Hudson Valley, NY Patches",6231,HVPatch,871,41,871,Tue Jul 10 18:33:10 +0000 2012,0,46,632210824,False,694206612601491461
8452,2553,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,En pèlerinage sur terre.,Je revendique le droit de donner mon avis sur tout et n'importe quoi. Ce compte est accessoirement mon mur des lamentations.,63435,PierreChrist_,691,9419,691,Fri Mar 06 13:15:41 +0000 2009,48,66,23061341,False,694206609422172161
8453,67,GM Mosquitoes With Possible Link To Zika Virus Awaiting Release In Florida https://t.co/X3y1Qz6bM7,,,33454,racketnews,29,0,29,Wed Jan 27 04:45:13 +0000 2010,0,29,108837407,False,694206608360931328
8454,2583,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/R4Xp0sFgDN,Bedford,Bedford-Katonah Patch is your source for local news.,8471,bedkatonahpatch,455,3,455,Fri Mar 05 15:41:16 +0000 2010,0,79,120138344,False,694206607832403968
8455,2044,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/tutt2wd7J3,"New Rochelle, NY",New Rochelle Patch is your source for local news.,6909,NewRoPatch,206,0,206,Wed Jun 23 21:03:51 +0000 2010,0,54,158857042,False,694206607014518785
8456,98,RT @scicurious: Check out my links from last week! Spiders in hordes. Zika! Bed bugs! A buggy week that... https://t.co/M81MTZOBKh,,Science.,92,wyorgb,191,111,191,Sat Sep 14 20:30:43 +0000 2013,1,31,1864899704,False,694206606884655104
8457,342,RT @HelenBranswell: Revision: @WHO is holding a news conference today about the emergency committee meeting on #Zika virus. 18:30 Geneva ti…,,"Journalist, begeistert von Wissenschaft, schreibt außerdem über Medien und Düsseldorf",1526,RainerKurlemann,678,222,678,Tue Oct 22 07:55:27 +0000 2013,9,31,2148562602,False,694206606444208128
8458,1826,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/wOyi1b2AQ4,"Nyack & Piermont, NY",Nyack-Piermont Patch is your source for local news.,13669,NyackPatch,55,0,55,Tue Jun 22 19:44:23 +0000 2010,0,41,158467267,False,694206605911416832
8459,858,RT @AP: VIDEO: World Health Organization holds crisis meeting on Zika Virus: https://t.co/j5I48Fm08p,#ConnectTheLeft #p2 #Fem2,"Independent, progressive, No ideology but democracy. Love #Paris, food, arts, science. Living=learning. #WeStandWithParis Also local at @GinaMakesWaves",29499,GinaInTheBurg,1710,3110,1710,Wed Feb 15 01:11:32 +0000 2012,71,150,492702318,False,694206600307937280
8460,142,[AW Sports] Top woman golfer monitoring Zika situation ahead of Rio Games https://t.co/9BPvsHomBr,"London, Nigeria ",Google has it,2784,iamyemiyezi,138,0,138,Sun Aug 09 23:41:45 +0000 2015,0,2,3411445181,False,694206592753881088
8461,2078,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/EPWAjtnFqr,"Hastings-on-Hudson, NY",Rivertowns Patch is your source for local news.,11328,RivertownsPatch,699,0,699,Sat May 08 11:45:29 +0000 2010,0,56,141558822,False,694206591244079104
8462,1615,Zika Update | The Scientist Magazine® https://t.co/3xzPqFHtfv,Planet Earth,Not related to the movie //  I want to be a goat. También se habla Español,51291,Klovn,1054,346,1054,Tue Feb 17 00:41:24 +0000 2009,0,91,21048720,False,694206586194124800
8463,497,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,Brasil,impermanência,73968,mepalmeiro,609,2031,609,Wed Sep 28 07:54:25 +0000 2011,12,46,381394563,False,694206585439150080
8464,983,Meet the family of Brazilian doctors who sounded the alarm on Zika and microcephaly https://t.co/pr1cjgnwMc,"Boston, San Francisco & beyond","Healthcare/public health issues, technology and progressive politics. MPH 2016 @harvardchansph, ex @practicefusion",10846,lisabari,530,15131,530,Thu Mar 26 19:04:21 +0000 2009,0,99,26820772,False,694206579202199553
8465,2939,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/mnzVYjFEmM,"Scarsdale, NY",Scarsdale Patch is your source for local news.,9306,ScarsdalePatch,1191,7,1191,Mon Dec 21 17:04:27 +0000 2009,0,72,98423036,False,694206576329031680
8466,131,"Taking bad thing as joke, comedian said Dengue with WiFi =  #ZikaVirus. Outbreak caused by release of GM mosquitoes? https://t.co/LnSIj8XzUW","Kingston, Jamaica W.I.","#SocialJustice activist, liberal pragmatist, mom, grant writer aiming 4 balance, single standard guiding living, empowered, privileged & radiating gratefulness.",1516,nicolewesth,88,315,88,Fri Dec 17 01:43:17 +0000 2010,0,9,227519373,False,694206572772331522
8467,105,"RT @frontlinepbs: .@WHO warns that the Zika virus is ""spreading explosively."" Where did it come from? 

MAP: https://t.co/UN4Rs7ophY https:…",California,#Medical #Interpreting is a skill that helps #bridge the #language and #cultural #gap. I make a difference in a #patient's #clinical #encounter!,609,smurphy2001,237,311,237,Wed Sep 29 22:06:23 +0000 2010,12,2,196778434,False,694206564933054464
8468,1173,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/xqnzcUdQqm,"Pearl River, New York",Pearl River Patch is your source for local news.,9525,PearlRiverPatch,316,1,316,Wed Jun 23 20:57:45 +0000 2010,0,24,158855363,False,694206562294890497
8469,22,"RT @VIralBuzzNewss: As Zika virus spreads, Tata will get prepared for the India start of its hatchback Zic... -  https://t.co/P1lfSlOROv",Boston,I really have got great goals. I launch businesses. Consistently have a positive mindset. Social marketing strategist,7842,THilderley,76,1497,76,Thu Jan 07 17:12:45 +0000 2016,774,1,4736414489,False,694206561942528000
